"SUBJID","COUNTRY_SELF"
16662,"Swiss French"
32965,"Swiss French"
47893,"Swiss French"
28740,"Swiss French"
45027,"Swiss French"
7801,"Swiss French"
13608,"Swiss French"
19935,"Swiss French"
19864,"Swiss French"
19547,"Swiss French"
15350,"Swiss French"
14873,"Swiss French"
32908,"Swiss French"
29437,"Swiss French"
10441,"Swiss French"
6899,"Swiss French"
17140,"Swiss French"
43682,"Swiss French"
1605,"Swiss French"
30880,"Swiss French"
34552,"Swiss French"
20854,"Swiss French"
25912,"Swiss French"
3161,"Swiss French"
25608,"Swiss French"
3778,"Swiss French"
31846,"Swiss French"
3924,"Swiss French"
47699,"Swiss French"
27405,"Swiss French"
33754,"Swiss French"
23698,"Swiss French"
8823,"Swiss French"
38952,"Swiss French"
37459,"Swiss French"
8344,"Swiss French"
16509,"Swiss French"
467,"Swiss French"
6305,"Swiss French"
30656,"Swiss French"
44357,"Swiss French"
32479,"Swiss French"
1114,"Swiss French"
29551,"Swiss French"
26103,"Swiss French"
1156,"Swiss French"
33984,"Swiss French"
11527,"Swiss French"
35607,"Swiss French"
23664,"Swiss French"
47902,"Swiss French"
27790,"Swiss French"
4644,"Swiss French"
32413,"Swiss French"
737,"Swiss French"
7968,"Swiss French"
47721,"Swiss French"
5208,"Swiss French"
1827,"Swiss French"
29166,"Swiss French"
11081,"Swiss French"
44198,"Swiss French"
6672,"Swiss French"
34639,"Swiss French"
21069,"Swiss French"
18743,"Swiss French"
29132,"Swiss French"
28755,"Swiss French"
15551,"Swiss French"
48881,"Swiss French"
47119,"Swiss French"
19009,"Swiss French"
3832,"Swiss French"
13504,"Swiss French"
9354,"Swiss French"
45321,"Swiss French"
38076,"Swiss French"
6376,"Swiss French"
26913,"Swiss French"
13096,"Swiss French"
39366,"Swiss French"
38670,"Swiss French"
11210,"Swiss French"
3379,"Swiss French"
38800,"Swiss French"
11974,"Swiss French"
46399,"Swiss French"
46890,"Swiss French"
36762,"Swiss French"
44237,"Swiss French"
22899,"Swiss French"
4422,"Swiss French"
10483,"Swiss French"
20294,"Swiss French"
49715,"Swiss French"
13116,"Swiss French"
43417,"Swiss French"
20747,"Swiss French"
43514,"Swiss French"
14032,"Swiss French"
43184,"Swiss French"
40187,"Swiss French"
19334,"Swiss French"
30845,"Swiss French"
5303,"Swiss French"
27937,"Swiss French"
32538,"Swiss French"
37495,"Swiss French"
1992,"Swiss French"
22449,"Swiss French"
28240,"Swiss French"
18203,"Swiss French"
5036,"Swiss French"
46294,"Swiss French"
41683,"Swiss French"
41928,"Swiss French"
12387,"Swiss French"
8532,"Swiss French"
39075,"Swiss French"
9439,"Swiss French"
27130,"Swiss French"
8527,"Swiss French"
3157,"Swiss French"
23810,"Swiss French"
22968,"Swiss French"
47499,"Swiss French"
31438,"Swiss French"
39891,"Swiss French"
7533,"Swiss French"
25770,"Swiss French"
34038,"Swiss French"
22431,"Swiss French"
664,"Swiss French"
34654,"Swiss French"
12980,"Swiss French"
1088,"Swiss French"
5341,"Swiss French"
25866,"Swiss French"
39609,"Swiss French"
33646,"Swiss French"
42301,"Swiss French"
5664,"Swiss French"
33721,"Swiss French"
26736,"Swiss French"
46447,"Swiss French"
47064,"Swiss French"
42583,"Swiss French"
16876,"Swiss French"
35835,"Swiss French"
36425,"Swiss French"
2053,"Swiss French"
44431,"Swiss French"
42969,"Swiss French"
2985,"Swiss French"
19258,"Swiss French"
26350,"Swiss French"
42985,"Swiss French"
32164,"Swiss French"
14436,"Swiss French"
33770,"Swiss French"
45979,"Swiss French"
48120,"Swiss French"
34386,"Swiss French"
27013,"Swiss French"
17583,"Swiss French"
45262,"Swiss French"
25247,"Swiss French"
12330,"Swiss French"
16041,"Swiss French"
32226,"Swiss French"
24512,"Swiss French"
9330,"Swiss French"
7452,"Swiss French"
8433,"Swiss French"
15852,"Swiss French"
4972,"Swiss French"
18220,"Swiss French"
22714,"Swiss French"
45729,"Swiss French"
16437,"Swiss French"
48609,"Swiss French"
39608,"Swiss French"
24326,"Swiss French"
26487,"Swiss French"
23436,"Swiss French"
42322,"Swiss French"
38110,"Swiss French"
2925,"Swiss French"
46264,"Swiss French"
42467,"Swiss French"
17513,"Swiss French"
6727,"Swiss French"
8400,"Swiss French"
43103,"Swiss French"
46973,"Swiss French"
5635,"Swiss French"
47157,"Swiss French"
28391,"Swiss French"
13151,"Swiss French"
10535,"Swiss French"
27060,"Swiss French"
39864,"Swiss French"
33731,"Swiss French"
15237,"Swiss French"
34146,"Swiss French"
33503,"Swiss French"
21966,"Swiss French"
41694,"Swiss French"
35109,"Swiss French"
43262,"Swiss French"
7636,"Swiss French"
30605,"Swiss French"
30100,"Swiss French"
1607,"Swiss French"
17310,"Swiss French"
37085,"Swiss French"
46042,"Swiss French"
33168,"Swiss French"
31535,"Swiss French"
23019,"Swiss French"
37252,"Swiss French"
29006,"Swiss French"
18811,"Swiss French"
21522,"Swiss French"
45097,"Swiss French"
46134,"Swiss French"
9267,"Swiss French"
44361,"Swiss French"
9144,"Swiss French"
34733,"Swiss French"
22390,"Swiss French"
1959,"Swiss French"
13697,"Swiss French"
41256,"Swiss French"
33787,"Swiss French"
45365,"Swiss French"
8910,"Swiss French"
9607,"Swiss French"
10261,"Swiss French"
22967,"Swiss French"
728,"Swiss French"
14727,"Swiss French"
49171,"Swiss French"
4394,"Swiss French"
43307,"Swiss French"
1823,"Swiss French"
32956,"Swiss French"
11901,"Swiss French"
32751,"Swiss French"
11976,"Swiss French"
5841,"Swiss French"
43261,"Swiss French"
15716,"Swiss French"
34413,"Swiss French"
17350,"Swiss French"
40524,"Swiss French"
40720,"Swiss French"
43901,"Swiss French"
36504,"Swiss French"
27305,"Swiss French"
46535,"Swiss French"
10906,"Swiss French"
12437,"Swiss French"
46384,"Swiss French"
8737,"Swiss French"
15360,"Swiss French"
23340,"Swiss French"
23557,"Swiss French"
30524,"Swiss French"
40624,"Swiss French"
7727,"Swiss French"
1877,"Swiss French"
16529,"Swiss French"
47793,"Swiss French"
41932,"Swiss French"
1569,"Swiss French"
22756,"Swiss French"
20410,"Swiss French"
47896,"Swiss French"
18477,"Swiss French"
26497,"Swiss French"
11607,"Swiss French"
33467,"Swiss French"
6221,"Swiss French"
44995,"Swiss French"
1097,"Swiss French"
32283,"Swiss French"
35711,"Swiss French"
35757,"Swiss French"
32469,"Swiss French"
6216,"Swiss French"
2967,"Swiss French"
44398,"Swiss French"
1659,"Swiss French"
9417,"Swiss French"
45113,"Swiss French"
4702,"Swiss French"
25307,"Swiss French"
46660,"Swiss French"
34362,"Swiss French"
23386,"Swiss French"
9164,"Swiss French"
11651,"Swiss French"
22203,"Swiss French"
17567,"Swiss French"
27682,"Swiss French"
47326,"Swiss French"
21201,"Swiss French"
17770,"Swiss French"
5655,"Swiss French"
35782,"Swiss French"
13613,"Swiss French"
24036,"Swiss French"
33040,"Swiss French"
41349,"Swiss French"
3966,"Swiss French"
18329,"Swiss French"
49918,"Swiss French"
3170,"Swiss French"
3251,"Swiss French"
8297,"Swiss French"
39257,"Swiss French"
41637,"Swiss French"
26841,"Swiss French"
31343,"Swiss French"
31288,"Swiss French"
22663,"Swiss French"
40868,"Swiss French"
28316,"Swiss French"
43431,"Swiss French"
10231,"Swiss French"
26018,"Swiss French"
1867,"Swiss French"
2095,"Swiss French"
37000,"Swiss French"
27189,"Swiss French"
5119,"Swiss French"
38415,"Swiss French"
36110,"Swiss French"
46017,"Swiss French"
37260,"Swiss French"
28650,"Swiss French"
1814,"Swiss French"
31892,"Swiss French"
25032,"Swiss French"
10659,"Swiss French"
37448,"Swiss French"
30186,"Swiss German"
14370,"Swiss German"
6875,"Swiss German"
36188,"Swiss German"
21556,"Swiss German"
1724,"Swiss German"
16373,"Swiss German"
47410,"Swiss German"
34112,"Swiss German"
23186,"Swiss German"
20978,"Swiss German"
29125,"Swiss German"
30785,"Swiss German"
32685,"Swiss German"
17812,"Swiss German"
34358,"Swiss German"
20864,"Swiss German"
37422,"Swiss German"
10239,"Swiss German"
37353,"Swiss German"
25083,"Swiss German"
19079,"Swiss German"
45477,"Swiss German"
6079,"Swiss German"
43143,"Swiss German"
541,"Swiss German"
210,"Swiss German"
14488,"Swiss German"
4279,"Swiss German"
6687,"Swiss German"
47194,"Swiss German"
38171,"Swiss German"
39319,"Swiss German"
28454,"Swiss German"
46220,"Swiss German"
18901,"Swiss German"
42200,"Swiss German"
30852,"Swiss German"
13022,"Swiss German"
25682,"Swiss German"
12372,"Swiss German"
42116,"Swiss German"
10455,"Swiss German"
40534,"Swiss German"
27675,"Swiss German"
23654,"Swiss German"
15103,"Swiss German"
5838,"Swiss German"
21875,"Swiss German"
25840,"Swiss German"
34460,"Swiss German"
12911,"Swiss German"
29010,"Swiss German"
27493,"Swiss German"
48865,"Swiss German"
34963,"Swiss German"
32454,"Swiss German"
26495,"Swiss German"
42805,"Swiss German"
22242,"Swiss German"
31875,"Swiss German"
24636,"Swiss German"
4833,"Swiss German"
16154,"Swiss German"
11551,"Swiss German"
11326,"Swiss German"
31612,"Swiss German"
42203,"Swiss German"
42799,"Swiss German"
26160,"Swiss German"
25666,"Swiss German"
15003,"Swiss German"
29959,"Swiss German"
49480,"Swiss German"
47795,"Swiss German"
47438,"Swiss German"
36935,"Swiss German"
19874,"Swiss German"
44657,"Swiss German"
27888,"Swiss German"
25029,"Swiss German"
11660,"Swiss German"
41348,"Swiss German"
25633,"Swiss German"
33980,"Swiss German"
12457,"Swiss German"
36625,"Swiss German"
15878,"Swiss German"
2275,"Swiss German"
45257,"Swiss German"
48854,"Swiss German"
30589,"Swiss German"
30087,"Swiss German"
12155,"Swiss German"
27217,"Swiss German"
17290,"Swiss German"
17599,"Swiss German"
3181,"Swiss German"
34078,"Swiss German"
3203,"Swiss German"
3093,"Swiss German"
11600,"Swiss German"
33932,"Swiss German"
10295,"Switzerland"
16548,"Switzerland"
38256,"Switzerland"
38569,"Switzerland"
47674,"Switzerland"
37854,"Switzerland"
25970,"Switzerland"
40354,"Switzerland"
10949,"Switzerland"
20497,"Switzerland"
5902,"Switzerland"
29423,"Switzerland"
37536,"Switzerland"
6399,"Switzerland"
32381,"Switzerland"
25760,"Switzerland"
43698,"Switzerland"
5079,"Turkey"
19894,"Turkey"
22078,"Turkey"
24671,"Turkey"
22154,"Ukraine"
3228,"United Kingdom"
20426,"United Kingdom"
7153,"United Kingdom"
4005,"United Kingdom"
42489,"United Kingdom"
5456,"United Kingdom"
2388,"United Kingdom"
34447,"United Kingdom"
31224,"United Kingdom"
45695,"United Kingdom"
37371,"United Kingdom"
46714,"United Kingdom"
32288,"United Kingdom"
21616,"United Kingdom"
39442,"United Kingdom"
33870,"United Kingdom"
11015,"United Kingdom"
34229,"United Kingdom"
27801,"United Kingdom"
18149,"United Kingdom"
20918,"United Kingdom"
27975,"United Kingdom"
33461,"United Kingdom"
4144,"United Kingdom"
2457,"United Kingdom"
48225,"United Kingdom"
45301,"United Kingdom"
35926,"United Kingdom"
18600,"United Kingdom"
27463,"United Kingdom"
36458,"United Kingdom"
20796,"United Kingdom"
27033,"United Kingdom"
34965,"United Kingdom"
39555,"United Kingdom"
21797,"United Kingdom"
21959,"United Kingdom"
44047,"United Kingdom"
49637,"United Kingdom"
8611,"United Kingdom"
43461,"United Kingdom"
18851,"United Kingdom"
28519,"United Kingdom"
39313,"United Kingdom"
17945,"United Kingdom"
45977,"United Kingdom"
26789,"United Kingdom"
6494,"United Kingdom"
33560,"United Kingdom"
46271,"United Kingdom"
7896,"United Kingdom"
5632,"United Kingdom"
43578,"United Kingdom"
38901,"United Kingdom"
38512,"United Kingdom"
18395,"United Kingdom"
22924,"United Kingdom"
5938,"United Kingdom"
38412,"United Kingdom"
17837,"United Kingdom"
48325,"United Kingdom"
16652,"United Kingdom"
6464,"United Kingdom"
44427,"United Kingdom"
15936,"United Kingdom"
19682,"United Kingdom"
20037,"United Kingdom"
31644,"United Kingdom"
896,"United Kingdom"
11242,"United Kingdom"
8566,"United Kingdom"
11496,"United Kingdom"
4123,"United Kingdom"
32947,"United Kingdom"
29203,"United Kingdom"
24614,"United Kingdom"
11887,"United Kingdom"
49497,"United Kingdom"
46241,"United Kingdom"
2798,"United Kingdom"
37516,"United Kingdom"
44277,"United Kingdom"
29581,"United Kingdom"
17091,"United Kingdom"
18532,"United Kingdom"
9592,"United Kingdom"
4421,"United Kingdom"
9852,"United Kingdom"
37637,"United Kingdom"
33575,"United Kingdom"
34990,"United Kingdom"
31933,"United Kingdom"
49162,"United Kingdom"
31448,"United Kingdom"
15784,"United Kingdom"
46682,"United Kingdom"
29641,"United Kingdom"
6308,"United Kingdom"
10992,"United Kingdom"
14955,"United Kingdom"
24812,"United Kingdom"
47294,"United Kingdom"
18628,"United Kingdom"
1518,"United Kingdom"
35917,"United Kingdom"
9038,"United Kingdom"
6299,"United Kingdom"
26618,"United Kingdom"
1325,"United Kingdom"
29261,"United Kingdom"
48522,"United Kingdom"
15514,"United Kingdom"
37899,"United Kingdom"
47682,"United Kingdom"
17813,"United Kingdom"
33511,"United Kingdom"
7954,"United Kingdom"
14792,"United Kingdom"
47321,"United Kingdom"
23882,"United Kingdom"
19603,"United Kingdom"
29250,"United Kingdom"
45488,"United Kingdom"
9953,"United Kingdom"
16372,"United Kingdom"
29259,"United Kingdom"
36277,"United Kingdom"
44154,"United Kingdom"
14338,"United Kingdom"
33269,"United Kingdom"
44498,"United Kingdom"
46640,"United Kingdom"
37774,"United Kingdom"
1949,"United Kingdom"
44093,"United Kingdom"
13714,"United Kingdom"
42339,"United Kingdom"
7400,"United Kingdom"
26078,"United Kingdom"
15737,"United Kingdom"
26354,"United Kingdom"
36669,"United Kingdom"
19498,"United Kingdom"
42220,"United Kingdom"
17173,"United Kingdom"
14810,"United Kingdom"
42637,"United Kingdom"
49013,"United Kingdom"
46550,"United Kingdom"
1183,"United Kingdom"
11944,"United Kingdom"
855,"United Kingdom"
32986,"United Kingdom"
35299,"United Kingdom"
10191,"United Kingdom"
49859,"United Kingdom"
219,"United Kingdom"
48322,"United Kingdom"
40430,"United Kingdom"
7587,"United Kingdom"
1661,"United Kingdom"
29613,"United Kingdom"
37722,"United Kingdom"
31501,"United Kingdom"
17697,"United Kingdom"
42177,"United Kingdom"
24852,"United Kingdom"
49592,"United Kingdom"
8204,"United Kingdom"
37902,"United Kingdom"
7534,"United Kingdom"
44730,"United Kingdom"
1107,"United Kingdom"
27352,"United Kingdom"
47629,"United Kingdom"
21953,"United Kingdom"
19808,"United Kingdom"
11942,"United Kingdom"
32357,"United Kingdom"
25524,"United Kingdom"
9639,"United Kingdom"
20261,"United Kingdom"
14456,"United Kingdom"
16946,"United Kingdom"
2923,"United Kingdom"
19033,"United Kingdom"
48422,"United Kingdom"
44388,"United Kingdom"
26258,"United Kingdom"
10086,"United Kingdom"
14636,"United Kingdom"
32693,"United Kingdom"
46174,"United Kingdom"
7352,"United Kingdom"
501,"United Kingdom"
28584,"United Kingdom"
43624,"United Kingdom"
16069,"United Kingdom"
27969,"United Kingdom"
19941,"United Kingdom"
31994,"United Kingdom"
7827,"United Kingdom"
11391,"United Kingdom"
30873,"United Kingdom"
22476,"United Kingdom"
13592,"United Kingdom"
6907,"United Kingdom"
27965,"United Kingdom"
31377,"United Kingdom"
27498,"United Kingdom"
37835,"United Kingdom"
44272,"United Kingdom"
35857,"United Kingdom"
18153,"United Kingdom"
42205,"United Kingdom"
21432,"United Kingdom"
40877,"United Kingdom"
13032,"United Kingdom"
47619,"United Kingdom"
6604,"United Kingdom"
26947,"United Kingdom"
34318,"United Kingdom"
8028,"United Kingdom"
33100,"United Kingdom"
49088,"United Kingdom"
27588,"United Kingdom"
30270,"United Kingdom"
35675,"United Kingdom"
19305,"United Kingdom"
23950,"United Kingdom"
31248,"United Kingdom"
17913,"United Kingdom"
3174,"United Kingdom"
43060,"United Kingdom"
13311,"United Kingdom"
32211,"United Kingdom"
28836,"United Kingdom"
14438,"United Kingdom"
44470,"United Kingdom"
47783,"United Kingdom"
41251,"United Kingdom"
6963,"United Kingdom"
17028,"United Kingdom"
15037,"United Kingdom"
27315,"United Kingdom"
2479,"United Kingdom"
26474,"United Kingdom"
18236,"United Kingdom"
3338,"United Kingdom"
42667,"United Kingdom"
21211,"United Kingdom"
21217,"United Kingdom"
38168,"United Kingdom"
34993,"United Kingdom"
4632,"United Kingdom"
45247,"United Kingdom"
36759,"United Kingdom"
40303,"United Kingdom"
5936,"United Kingdom"
46018,"United Kingdom"
18255,"United Kingdom"
24618,"United Kingdom"
9688,"United Kingdom"
26305,"United Kingdom"
22002,"United Kingdom"
36810,"United Kingdom"
9407,"United Kingdom"
5464,"United Kingdom"
16571,"United Kingdom"
5649,"United Kingdom"
20696,"United Kingdom"
22721,"United Kingdom"
30643,"United Kingdom"
31410,"United Kingdom"
34503,"United Kingdom"
44542,"United Kingdom"
8520,"United Kingdom"
11951,"United Kingdom"
3096,"United Kingdom"
4538,"United Kingdom"
37829,"United Kingdom"
48505,"United Kingdom"
43539,"United Kingdom"
15468,"United Kingdom"
10276,"United Kingdom"
34182,"United Kingdom"
32082,"United Kingdom"
6989,"United Kingdom"
19264,"United Kingdom"
48840,"United Kingdom"
22929,"United Kingdom"
8714,"United Kingdom"
10252,"United Kingdom"
2670,"United Kingdom"
21472,"United Kingdom"
11293,"United Kingdom"
15657,"United Kingdom"
26891,"United Kingdom"
32516,"United Kingdom"
25441,"United Kingdom"
34553,"United Kingdom"
34989,"United Kingdom"
16595,"United Kingdom"
12137,"United Kingdom"
42319,"United Kingdom"
563,"United Kingdom"
23364,"United Kingdom"
17431,"United Kingdom"
33193,"United Kingdom"
9543,"United Kingdom"
5557,"United Kingdom"
12676,"United Kingdom"
1160,"United Kingdom"
29441,"United Kingdom"
13957,"United Kingdom"
2154,"United Kingdom"
4951,"United Kingdom"
47590,"United Kingdom"
30664,"United Kingdom"
39518,"United Kingdom"
27009,"United Kingdom"
5851,"United Kingdom"
41793,"United Kingdom"
13604,"United Kingdom"
23956,"United Kingdom"
580,"United Kingdom"
26686,"United Kingdom"
16692,"United Kingdom"
10155,"United Kingdom"
13324,"United Kingdom"
49653,"United Kingdom"
49220,"United Kingdom"
49800,"United Kingdom"
42610,"United Kingdom"
40806,"United Kingdom"
37057,"United Kingdom"
31348,"United Kingdom"
43831,"United Kingdom"
31579,"United Kingdom"
42903,"United Kingdom"
7971,"United Kingdom"
31405,"United Kingdom"
18135,"United Kingdom"
44860,"United Kingdom"
84,"United Kingdom"
15561,"United Kingdom"
31308,"United Kingdom"
4587,"United Kingdom"
15327,"United Kingdom"
40248,"United Kingdom"
13964,"United Kingdom"
24425,"United Kingdom"
38847,"United Kingdom"
12124,"United Kingdom"
35977,"United Kingdom"
24549,"United Kingdom"
41904,"United Kingdom"
32499,"United Kingdom"
7357,"Yugoslavia"
19747,"Yugoslavia"
11473,"Yugoslavia"
10363,"Yugoslavia"
1870,"Yugoslavia"
39089,"Yugoslavia"
9751,"Yugoslavia"
15197,"Yugoslavia"
21413,"Yugoslavia"
29486,"Yugoslavia"
